old_commit	old_tree	new_commit	author_date	subject
44735be08ec853bfe611012a3b60514a69483780	adb0ee876a4de12035ffc3b23a6052ebaf084e6d	d69aca01b0ebb77e330c51a80b6f469bacbcd22c	2026-08-04T19:28:42-07:00	kilix-launcher: one catalog of everything this machine can launch
35cd9a35e89d388732fb152acb2cd656ba8787d7	db6984512e069d3dfee52a32d79c72cab7d871b9	804610e784f32ec553007ccaff5bbba974958442	2026-08-04T23:18:58-07:00	kilix-launcher: a Laptop section over the host's run registry
f2f3386e7391f07a281aa860c9584239a0018f96	996306cd2a49a95959d929be75698dc58a75c079	36d02ef7fb6fd0581ba6310ffad5d629c19d5d15	2026-08-04T19:01:24-07:00	Make installing a place in the desktop rather than a way out of it
f3be47689bf8fe3cfd65ffe238614fa97a23fd9e	171ae466cc5e4cabbf7c0e1ced9b25176e022d81	5d74dd5050486a6907614c529dc232629cafa38d	2026-08-04T20:30:25-07:00	Open the Programs section outward: run, discover, play
0383d81f8a63ea41e5d79c49dffe5ce12f76fe57	7e70f53beec337d34c13b3c728cd0d491eb05f32	5c2ee7db18f316cc11b79ea9f745574bd4ab4a81	2026-08-04T23:10:28-07:00	kilix-launcher: the one catalog, for desktops that delegate to a tab
f16e8240d111ffe2a2193175b939db05cd3c3a92	3754b606bd619d2059a426fb6a0977282a6d4f20	6a5478ebf06258e73bd3e4eeb2d7f0e24c28d0c6	2026-08-05T01:13:42-07:00	Merge origin/main: one kilix-launcher, their catalog core plus scripts and laptop rows
7f2a90dd24d8235c34e2a227a84d59e1a451a568	35eac6f8800e37287ca4c74da33416240e490962	2d1af6df3551302a98ee3a4f8544a35a87c03fc7	2026-08-05T06:59:43-07:00	xdgapps becomes a byte-identical mirror of the SDK's, with a parity gate
a1864e11261388f995e60acef8c16e80f5d26e2b	40644ebfbd1907bc29d6b591b9a9bc02891147d5	6bc0cd3d57597cd45962a3074f82dd74eacbe5ea	2026-08-05T03:25:16-07:00	Choose the default desktop from the TUI desktop
c32623f0e14b58d2eca554255224eabf9dbd5ab7	1610c23ff54ab6b40ab8f1a29f4fa05ecbd17221	f6fbc985c925da0a5d881dd2ae3efd5448ac9be1	2026-08-05T07:00:19-07:00	Merge remote-tracking branch 'origin/main' into feat/host-parity
88dae65fbfd71ba37ac368d35f7891d456b3a012	07970da5886afe56568808b79cc8c9cc846cdec5	bbad8497d663e1fa8ddf66030f2de59ba6f5a4f4	2026-08-06T04:28:16-07:00	Resolve a launch's program before the terminal spawns it
9cf718eb6084f47c5ddab4cfd336a1245603948f	f6230e669da9bc3b3d9e63a91ef636414d582210	a2aa319aac473f219db103b977ad923d53170686	2026-08-06T15:11:40-07:00	Find installed agents where their installers actually put them
6f41355c4192758afc72805eb938a101a06cf82d	72d2baf14ca61b3ab3701cde1d5adaabba52480c	e6f7183ac7f4a5e7f1ddb8bd9f91f52d4225688a	2026-08-07T00:58:01-07:00	Answer --version without a screen, and say so when there is none
88216b449838cfd0778b5a87f9535c619e7c1f46	b6b167730528791a57593ad1aabb7f309344e5ea	7056e6d68897abb6e14e72326b672ff2b99b6266	2026-08-07T01:02:11-07:00	Find the components where a provisioned machine keeps them
06464f0b5b53dbe936f5b90080971248c404f351	a0e8aa97fc32adac58e93ae9b9958e3608244ee3	2fb6b2f85a03434b91bc04fab20565f679b7aa14	2026-08-07T03:04:41-07:00	kilix-cameras: camera views and a stream-profile routine over kilix-rtsp
94ebb64f899e8808f3de04e56b3334b7b1f31819	74d9caf08f3f3068a53d15dc5937d260381abd58	cc6f50ed8721cba05347e0a9aea5bc4b69a0bc25	2026-08-07T12:18:22-07:00	Say which checkout each version came from
467e311d115a409b07e02660d7185ed71729852c	32a85147f038d37bf0818b3dd5bf837590dbe096	2eadf81fb46f90b3e738e98fc52e37af07b84a1c	2026-08-10T05:01:48-07:00	tui: harden shared runtime and discovery
ac7a21ea3c00e552aa394b7ed29a6efc5e8fbb4c	ccac95d8577525c94ad96a64a69de5ef29e1b228	36867433e6a4128de06a3568b42fe9ae5b917b45	2026-08-10T13:58:01-07:00	Install the camera viewer rather than report it missing
33e152cff6a70169ed5d985f56ec3f61fa164e1c	d21a33bf5fce6a9c09f5a29796f2895925111d43	2d6addeac504025ff042fe19c41cf6ad757396d6	2026-08-10T15:57:52-07:00	Add PDF Conversion to the program registry
e669b130c6068566e6d890847b21855c3b3f08ba	1db0092e29ab89679d1b589a7eca26bc5536c895	eda1252b97d2d39d72f35b529d4f63ad6776ca9d	2026-08-10T17:09:35-07:00	Add shared desktop application suite
98da1e53a0f15c73f70d9e028bf31b1c0b224474	adc552eed6a9c700897aadc4fc9b23ebf38450f0	8ca1a35ee6672460910dbfc680e059c458bc9850	2026-08-10T17:25:51-07:00	Expose every catalog app in Programs
c359d66f59f95689a9e7f3cf826b103244e55eb1	048e041fc48b9e8cd0660dfafbf4cb803f981dcc	4d7fba54c7017fff9f6f5816585551b8f72c9a3f	2026-08-11T02:28:34-07:00	Feed system apps from shared telemetry
dbdf8e5d8f3d4ab64bb555acd7c8f53cd0241c0a	719892a70831ff7c1856efd763daf291563ad32d	7fc309567355d57397fa9162e2066aea59c3f8f8	2026-08-11T03:58:43-07:00	Keep telemetry startup off the TUI wait path
f260792e3427c795387878cfa485d89fb16ff6db	c5e932d7ce91e0f7a21b6ae798bffc82b47facb7	9a12ce7c139b488c2bbe35881d27dfef2ffe0aee	2026-08-13T14:32:31-07:00	Keep packaged launchers valid after selection
c7cb8f0db087506da7c6db5c4f470ab419d30583	9a040d01ce31e4f1bec34ce5573dff7a879d75a0	93d07c35c78c988a2ffccb8332cd0a95b143a814	2026-08-15T20:42:17Z	Nag about the default password on Home
54ea319d0a94ec97028ac52d2f2aef9c9e4dcfd9	9eea0fdfa83de0b5eab19623d379cea53f858512	6ec2de722e3acc620574e8c7ddb7ed8a8aa32a1c	2026-08-15T20:43:54Z	Bring reinstall-deps and Scripts into System
248ea1961840dbdc944afee16c0297e30d8a9097	03860352d49e01b45723ade1fb03a33d2b2479cb	ca45694460ca1e18644a18f104b672a2d5824cdf	2026-08-15T20:45:39Z	Add an update-and-restart action to System
78e734617b7bbb55d4b67f3999520ec162fcf63b	cc428a82138e9cf8e2ea0cb9abe91c38b9192e74	f18ee361cb6500df9e3fabb93de93f2949608133	2026-08-15T20:59:43Z	Add a Manual place with the stack's help book
d311d28d40c911f6f8b0f27abde664cb10462bdf	ae1979f51aaf1bac16f329c8f640654a1db436d5	81de5484d69a029f1e82c5305c6331de7b638ed4	2026-08-15T21:00:35Z	Say where speak and dictate live in Voice
94c0340034f1ee8d7e3a029591f3ae75d95acd29	75ec1c134bd870133d33965f7d5e48eedae6f5a8	54f206e25346cad055ddc89096a49035fe647e4d	2026-08-15T21:11:46Z	Show battery, network and volume facts on Home
5524b7312d4eaedbf347d6d2f05a5b87aa81a372	38ae0b3a1cff1d9e325d4861ba45f5752f0ca865	74a2e1e36dedfabae882b4086add2e1e81a83892	2026-08-15T21:14:16Z	Add a Launchers place for the desktop folder
e025f23634b79fc88c08648bf09096f0950e8450	a797600914f329f23bfc1c412aa9ba28f4ec63ef	8094d74e5f15a8b3640737c0dbfadc1a51d51822	2026-08-15T21:18:31Z	Remember recent launches and pinned Home rows
436f239a13060d5a762369fec2c9b2545fcf3e3c	58e7687bbdb71f2faea9bb16c05c2607fdf2778c	1cb7128a643531cc08d813ea02d12e59d61ce586	2026-08-15T21:29:56Z	Add kilix-network and settle the nmtui boundary
d830aeb939f659660d7662d3dd4ed2aa625ea225	09e17aca1b45ef03bb0426252204f9ccc0323f93	85a5bdf50fdbf917253abc63f0c992fa0b4760c0	2026-08-15T21:40:15Z	Add wearable Tango flavors behind one shared setting
d81c5991721acebfa30439497ac9a7fded56f7b3	e78d40ceaa8ee293aa963b846b853ae2482d5102	3673327a47224f0e43df1cb849fa5fd23d79b769	2026-08-15T21:42:18Z	Start a screensaver when the session sits idle
460dadc0d26da4e10bb240df671e7a53fdd537d5	630980b4ee9ca903be8d359e1bf16b6ddffd4335	ef8a94bf78dbb28d21ebea120e88c2c900619155	2026-08-15T21:44:33Z	Record the file manager's read-only parity answer
cef7b4754ae087efc3d436e21d11b462792d8563	715251ef36690b2e050656e1d7f2f62307aa95bd	14a1203ca1183ec914e7603d3c0a79ff7e060e9a	2026-08-15T21:55:33Z	Give the Tmux manager row a kilix fallback
0c2f65e17e25d41c733637f7e8015db018a22e78	776f00cde7266776514ef2a3a2b8ba9c4e9a5997	cb47bdc817aaee6c3e9a7ce6f99c07ba89c0b41a	2026-08-15T21:56:27Z	Derive the Games place from the host catalog
d0d5b96409aeb62500896db38799d5affffadb9d	4d324dcdc80c23bf896845303317de4c03b73716	458845f220fe5a788e4fcfb5624109ad683862ec	2026-08-15T21:56:50Z	Audit every catalog row against the desktop's places
7030bec9663fffd9b7fa9eab0e03af57de370c34	5094fcc6cacb018eab9efed2aa4221da83212b87	e116cad6647e95349c9d48022e12dcade8e430f6	2026-08-16T12:54:04Z	Keep typed commands out of the Home recents
dc462372aa7417fa9bfccd82b8312d62d1077f82	92ea315af1b9cc2c6e4191d0930b83e00ae3469b	c6898714ea15b5d51922c1ab928595b4c884c54d	2026-08-16T12:54:37Z	Restore the originating row when walking out of a place
96287ae54e720512b7ee21a1a7ed877a18b85a56	987e9bf949864d7db608869f011e67f6972b5c9c	6547df315bc7de60ec3653d2edf7e9cb313b6be5	2026-08-24T20:07:35Z	Add the MIT licence to the catalogued tree
4b30cf3ace59b9864212d97e69ed88d318c4e54d	e18907c1c53b6299077fa9dc58777e0f5cdd1d25	ebcf9e6b894b29632f9ddbc008438eb8cea99b97	2026-08-18T09:52:15Z	Add combined system health JSON report
789a31c3de648db6d7033e45c798baa894e956b6	92c724d562fd1ddb17ddb3362ac7c1c1b731e8b0	e4530c5283a199d51cecc7be5c847f087af3bda6	2026-08-18T10:03:52Z	Add clickable volume widget modes
b3e2ac074cf55a6896cdaf7b885c38217371d0cf	9e4e6265a86d024a68c798a6bc8e382658775dcd	dec9328103f4e3bded5d424612e8b98b2bf7629b	2026-08-18T10:27:49Z	Document system health JSON output
f338ff5e0ade672e0cf031c3db72a52b82f6cef0	496fc059f5b4b31c8f18f41c9e75a751748f27de	b8de6ec0a03b4f72a89841015aeb813ea8dd71ba	2026-08-18T11:30:38Z	Point dashboards at maintained raster bindings
6319ca61aacfacfe363e57ace9e42b35fa2ca799	ba7205f757d2da9499e2363e0fde7626740d777b	a069fd12a9bcc5a6221e7551366d9bccb8e47ed2	2026-08-23T21:44:36Z	Add the missing MIT licence
bb6f0d7bf813b7af2b39ae922af85e5ae61d2aef	ab4730ab51bde709ce0d79a591a35635943a9a28	43b7bfb02369c73a37712b36e3ebedca8a25a679	2026-08-25T03:32:55Z	Add desktop provider protocol v1 adapter
d53c291b8275aa7b6723c0276ce95012a58d6836	446d8003cdedeafeb1155a99cbac3a035b5aee36	80ebcbdc9bb4e05ce5221e93fed5d3ef4983137e	2026-08-25T02:40:08Z	Show soundbank sizes in Software Center
77d3966cc914489bb7440975aa0f434bb72392b4	935d5e50affabd286bfaafc9ce3baa1408ac57a7	02bd9b558bec87f66355baa49994f8599aece053	2026-08-25T03:38:10Z	Merge concurrent Software Center update
63187ee199aa16f71a460ef0e95ec876bee8b787	3387e4305ba7ad840602dfadd5caf04e3949259a	43d7fe829c6cf19a907597ef01f83e635ca33ffc	2026-08-25T18:15:20Z	Use the shared desktop persistence store
b042e87eff737ac0d5557f432a52726db9adc941	4282612a2bd58bbb9aa16883faf08df365f53d67	b138130af63f447499842ce63ea94d36cdffafc0	2026-08-26T06:22:58Z	Add a pane center for live session coordination
b53c2595c38daeb048ce9bcc17afc9aad982c670	75736b76c3ad28774db630ddede766e906ef6147	ea7c5932c3ed9247246379953701fe809fa9620a	2026-08-26T08:47:46Z	panes: add creation verbs, and fix the credential path they exposed
